tamilnadu,south,north
614616,508112,143514
614616,508112,143515
614616,508113,143515
614616,508113,143516
614616,508114,143516
614616,508115,143516
614617,508115,143516
614617,508116,143516
614617,508117,143516
614618,508117,143516
614618,508117,143517
614618,508126,143517
614618,508126,143518
614618,508201,143518
614618,508202,143518
614618,508204,143518
614619,508204,143518
614619,508204,143519
614619,508205,143519
614620,508205,143519
614620,508205,143520
614620,508206,143520
614621,508206,143520
614621,508207,143520
614621,508208,143520
614621,508208,143521
614622,508208,143521
614622,508208,143525
614622,508210,143525
614622,508210,143526
614622,508211,143526
614623,508211,143526
614624,508211,143526
614624,508212,143526
614624,508213,143526
614624,508214,143526
614624,508214,143527
614625,508214,143527
614625,508214,143528
614625,508217,143528
614626,508217,143528
614626,508218,143528
614626,508218,143529
614626,508221,143529
614628,508221,143529
614628,508221,143530
614628,508223,143530
614628,508224,143530
614629,508224,143530
614629,508224,143531
614629,508233,143531
614629,508234,143531
614629,508238,143531
614630,508238,143531
614630,508243,143531
614630,508243,143532
614630,508244,143532
614630,508245,143532
614630,508245,143533
614701,508245,143533
614701,508246,143533
614701,508246,143534
614701,508247,143534
614702,508247,143534
614703,508247,143534
614703,508248,143534
614703,508248,143601
614704,508248,143601
614704,508250,143601
614705,508250,143601
614705,508252,143601
614705,508252,143602
614705,508253,143602
614706,508253,143602
614706,508254,143602
614707,508254,143602
614707,508255,143602
614707,508255,143603
614707,508256,143603
614707,508256,143604
614708,508256,143604
614708,508257,143604
614708,508258,143604
614710,508258,143604
614710,508266,143604
614711,508266,143604
614711,508277,143604
614711,508277,143605
614711,508277,143606
614711,508278,143606
614712,508278,143606
614713,508278,143606
614713,508278,144001
614713,508279,144001
614713,508279,144002
614714,508279,144002
614714,508280,144002
614714,508280,144003
614714,508284,144003
614714,508284,144004
614714,508285,144004
614714,508285,144005
614714,508285,144006
614714,508286,144006
614714,508286,144007
614714,508286,144008
614714,508286,144009
614714,508286,144010
614714,508286,144011
614714,508286,144012
614715,508286,144012
614715,508355,144012
614715,508355,144015
614715,508355,144020
614715,508373,144020
614715,508373,144021
614715,508374,144021
614715,508374,144022
614715,508374,144023
614715,508374,144024
614716,508374,144024
614716,508374,144025
614716,508376,144025
614717,508376,144025
614717,508377,144025
614717,508377,144026
614723,508377,144026
614723,509001,144026
614723,509002,144026
614738,509002,144026
614738,509102,144026
614801,509102,144026
614801,509102,144027
614801,509102,144028
614801,509102,144029
614802,509102,144029
614802,509102,144030
614802,509102,144031
614802,509102,144032
614802,509103,144032
614802,509103,144033
614802,509103,144034
614802,509104,144034
614802,509104,144035
614802,509104,144036
614803,509104,144036
614803,509104,144037
614803,509104,144039
614804,509104,144039
614804,509105,144039
614804,509105,144040
614805,509105,144040
614805,509105,144041
614805,509110,144041
614806,509110,144041
614806,509110,144042
614806,509120,144042
614806,509120,144043
614807,509120,144043
614807,509120,144044
614808,509120,144044
614808,509120,144101
614808,509120,144102
614808,509125,144102
614809,509125,144102
614809,509126,144102
614809,509127,144102
614810,509127,144102
614810,509128,144102
614810,509128,144103
614810,509128,144104
614810,509128,144105
614810,509129,144105
614901,509129,144105
614901,509130,144105
614902,509130,144105
614902,509130,144106
614902,509131,144106
614902,509132,144106
614902,509132,144201
614902,509133,144201
614903,509133,144201
614903,509133,144202
614903,509135,144202
614904,509135,144202
614904,509152,144202
614904,509153,144202
614904,509153,144204
614904,509201,144204
614905,509201,144204
614906,509201,144204
620001,509201,144204
620002,509201,144204
620003,509201,144204
620004,509201,144204
620004,509202,144204
620005,509202,144204
620006,509202,144204
620007,509202,144204
620008,509202,144204
620009,509202,144204
620009,509202,144205
620010,509202,144205
620011,509202,144205
620012,509202,144205
620012,509203,144205
620013,509203,144205
620013,509204,144205
620014,509204,144205
620015,509204,144205
620015,509205,144205
620015,509205,144206
620016,509205,144206
620017,509205,144206
620018,509205,144206
620019,509205,144206
620020,509205,144206
620020,509205,144207
620021,509205,144207
620021,509206,144207
620022,509206,144207
620023,509206,144207
620024,509206,144207
620025,509206,144207
620026,509206,144207
620101,509206,144207
620102,509206,144207
620102,509207,144207
621001,509207,144207
621001,509207,144208
621002,509207,144208
621002,509208,144208
621003,509208,144208
621003,509208,144209
621003,509209,144209
621003,509209,144210
621004,509209,144210
621005,509209,144210
621005,509209,144211
621005,509210,144211
621006,509210,144211
621007,509215,144211
621008,509215,144211
621008,509216,144211
621009,509216,144211
621010,509216,144211
621011,509216,144211
621011,509216,144212
621011,509216,144213
621012,509216,144213
621012,509216,144214
621012,509217,144214
621014,509217,144214
621101,509217,144214
621102,509217,144214
621103,509219,144214
621103,509219,144216
621103,509228,144216
621104,509228,144216
621104,509228,144221
621104,509235,144221
621105,509235,144221
621106,509235,144221
621106,509301,144221
621107,509301,144221
621108,509301,144221
621109,509301,144221
621109,509302,144221
621110,509302,144221
621110,509311,144221
621111,509311,144221
621112,509311,144221
621112,509311,144222
621112,509320,144222
621113,509320,144222
621114,509320,144222
621115,509320,144222
621115,509320,144223
621115,509321,144223
621116,509321,144223
621117,509321,144223
621117,509321,144224
621117,509324,144224
621118,509324,144224
621133,509324,144224
621202,509324,144224
621202,509324,144301
621202,509324,144302
621203,509324,144302
621203,509325,144302
621203,509325,144303
621204,509325,144303
621205,509325,144305
621206,509325,144305
621206,509326,144305
621206,509326,144306
621206,509327,144306
621207,509327,144306
621207,509334,144306
621208,509334,144306
621208,509335,144306
621209,509335,144306
621209,509335,144311
621209,509335,144401
621210,509335,144402
621210,509336,144402
621211,509336,144402
621211,509336,144403
621211,509336,144404
621211,509337,144404
621211,509337,144405
621211,509337,144406
621212,509338,144407
621213,509338,144407
621213,509338,144408
621213,509338,144409
621214,509338,144409
621214,509339,144409
621215,509339,144409
621215,509339,144410
621215,509340,144410
621216,509340,144410
621217,509340,144410
621217,509340,144411
621217,509340,144415
621217,509340,144416
621218,509340,144416
621218,509349,144417
621218,509349,144418
621219,509349,144418
621220,509349,144418
621220,509349,144419
621220,509350,144419
621220,509350,144421
621301,509350,144421
621301,509351,144421
621301,509351,144422
621301,509352,144422
621301,509352,144501
621301,509352,144502
621301,509353,144502
621301,509357,144502
621301,509357,144503
621301,509357,144504
621302,509357,144504
621302,509357,144505
621302,509358,144505
621302,509360,144505
621302,509360,144506
621302,509360,144507
621302,509360,144508
621302,509360,144509
621302,509360,144510
621302,509371,144510
621305,509371,144510
621305,509371,144511
621305,509371,144512
621305,509371,144513
621305,509375,144513
621305,509375,144514
621305,509375,144515
621305,509376,144515
621306,509376,144515
621306,509376,144516
621306,509380,144516
621306,509380,144517
621306,509381,144517
621306,509382,144517
621307,509382,144517
621307,509382,144518
621307,509382,144519
621307,509382,144520
621307,509385,144520
621307,509385,144521
621308,509385,144521
621308,509401,144521
621308,509401,144522
621308,509406,144522
621310,509406,144522
621310,509407,144522
621310,509407,144523
621310,509408,144523
621310,509408,144524
621310,509408,144525
621311,509408,144525
621311,509409,144525
621311,509410,144525
621311,509410,144526
621311,509411,144526
621311,509411,144527
621311,509412,144527
621312,509412,144527
621312,515001,144527
621312,515001,144528
621312,515002,144528
621312,515003,144528
621312,515004,144528
621312,515005,144529
621312,515101,144529
621312,515101,144530
621312,515101,144531
621312,515110,144531
621312,515110,144532
621313,515110,144532
621313,515122,144532
621313,515122,144533
621313,515122,144601
621313,515122,144602
621313,515123,144603
621313,515123,144606
621313,515124,144606
621314,515124,144606
621314,515124,144620
621314,515133,144620
621314,515134,144620
621314,515144,144620
621314,515144,144621
621314,515144,144622
621314,515154,144622
621315,515154,144622
621315,515159,144622
621315,515159,144623
621315,515164,144623
621315,515164,144624
621315,515164,144625
621315,515201,144625
621315,515202,144625
621315,515211,144625
621316,515211,144625
621316,515211,144626
621316,515212,144626
621316,515231,144626
621316,515241,144626
621316,515241,144628
621316,515261,144628
621316,515261,144629
621316,515271,144629
621601,515271,144629
621651,515271,144629
621651,515281,144629
621652,515281,144629
621652,515281,144630
621653,515281,144630
621653,515286,144630
621653,515286,144631
621653,515286,144632
621701,515286,144632
621701,515291,144632
621701,515291,144633
621701,515291,144701
621701,515301,144701
621701,515301,144702
621702,515301,144702
621702,515303,144702
621703,515303,144702
621703,515303,144703
621704,515303,144703
621704,515305,144703
621704,515305,144801
621704,515311,144801
621704,515311,144802
621705,515311,144802
621705,515321,144803
621705,515321,144804
621706,515321,144804
621706,515331,144804
621706,515331,144805
621707,515331,144806
621707,515331,144819
621707,515341,144819
621707,515341,145001
621708,515341,145001
621708,515401,145001
621709,515401,145001
621710,515401,145001
621710,515402,145001
621710,515405,145001
621711,515405,145001
621711,515405,145022
621711,515408,145022
621712,515408,145022
621712,515411,145022
621712,515411,145023
621712,515413,145023
621712,515414,145023
621713,515414,145023
621713,515415,145023
621714,515415,145023
621714,515425,145023
621714,515425,145024
621715,515425,145024
621715,515425,145025
621715,515435,145025
621716,515435,145025
621716,515445,145025
621717,515445,145025
621717,515455,145026
621718,515455,145026
621719,515455,145026
621719,515465,145026
621722,515465,145026
621729,515465,145026
621729,515465,145027
621730,515465,145027
621730,515501,145027
621801,515501,145027
621801,515501,145029
621802,515501,145029
621802,515501,145101
621803,515501,145101
621803,515501,146001
621803,515511,146001
621803,515521,146001
621804,515521,146001
621804,515521,146021
621804,515521,146022
621805,515521,146022
621805,515521,146023
621806,515521,146023
621806,515521,146024
621806,515521,146101
621851,515521,146101
622001,515521,146101
622001,515531,146101
622001,515531,146102
622002,515531,146102
622002,515541,146102
622002,515541,146103
622002,515541,146104
622003,515541,146104
622003,515541,146105
622003,515541,146106
622003,515551,146106
622003,515551,146107
622003,515551,146108
622003,515551,146109
622004,515551,146109
622004,515556,146109
622004,515556,146110
622005,515556,146110
622101,515556,146110
622101,515556,146111
622101,515561,146111
622102,515561,146111
622102,515561,146112
622102,515561,146113
622102,515571,146113
622102,515571,146114
622102,515571,146115
622102,515571,146116
622102,515571,147001
622102,515571,147002
622102,515571,147003
622102,515571,147004
622102,515571,147005
622103,515571,147005
622103,515571,147006
622104,515571,147006
622104,515571,147007
622104,515581,147007
622104,515581,147021
622201,515581,147021
622201,515581,147101
622202,515581,147101
622202,515591,147101
622202,515591,147102
622202,515601,147102
622203,515601,147102
622203,515601,147103
622203,515601,147104
622203,515611,147104
622203,515611,147105
622203,515621,147105
622203,515631,147105
622203,515631,147111
622203,515641,147111
622204,515641,147111
622204,515651,147111
622204,515661,147111
622204,515661,147201
622204,515671,147201
622204,515672,147201
622209,515672,147201
622301,515672,147201
622301,515701,147201
622301,515701,147202
622301,515711,147202
622301,515721,147202
622301,515722,147202
622301,515731,147202
622301,515731,147203
622302,515731,147203
622302,515741,147203
622302,515751,147203
